Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2019-03-22,67.248845568774,67.430528190624,64.630392503927,65.001617935223,3144849.6029006
2019-03-25,65.078760062053,65.768323090966,64.457468376827,64.880458757858,1855198.5870478
2019-03-26,65.530383983611,66.218824128582,65.28031772968,66.180309209364,1397795.463056
2019-03-27,66.249703436993,66.399496154884,65.150400057566,65.521513200468,1782215.0429684
2019-03-28,65.640538898342,66.309103997536,65.391483239959,66.270701366712,1549019.7557792
2019-03-29,66.429399910924,66.72150901023,65.701134019066,65.810507693272,2106211.1573475
2019-04-01,66.461286629398,67.969439219592,66.355034731826,67.58992037454,2491787.5245626
2019-04-02,67.479431780108,68.269129776437,67.090101637064,67.210401529488,1322857.9006577
2019-04-03,67.908230099165,68.50103318352,67.659937364755,68.028529991589,1179310.6737951
2019-04-04,68.229773092447,69.230525487626,67.980365437811,68.641067163951,1000280.9928074
2019-04-05,68.899171196353,69.140885901427,68.224198491315,68.568820333283,1125692.0116711
2019-04-08,68.600595559734,69.180242585417,68.309601380654,69.150697199419,970637.30780318
2019-04-09,68.708854313713,68.750440838156,67.689482750754,68.428897844875,1358834.0809533
2019-04-10,68.001214446044,69.059831200971,67.729954354971,69.000851920996,1477298.1897354
2019-04-11,69.398989933829,70.359270724791,69.115688704311,69.520404746479,1285015.6182989
2019-04-12,70.86131930272,72.000879266081,70.440213933225,71.030787177127,1626845.1038783
2019-04-15,70.899561066485,71.480323012395,69.95020649374,70.118559447921,1163472.1211047
2019-04-16,70.469759319223,71.789824867232,70.396509060352,71.709996579024,1103112.2681369
2019-04-17,70.308987822583,70.359270724791,68.85000321437,69.629666928662,2361442.9012242
2019-04-18,69.509478528261,70.359270724791,69.16597160652,69.961132711959,1799077.8212511
2019-04-22,69.898808671305,70.330840259019,69.269882171617,69.898808671305,2216956.6803297
2019-04-23,68.001214446044,68.300793510866,64.658683607421,66.860428070434,6216859.136441
2019-04-24,66.482024145608,66.940256358641,65.540362522426,66.130935766328,2561061.8778324
2019-04-25,65.860790595481,67.709105346738,65.489968128194,67.090101637064,2477298.4900718
2019-04-26,67.000462050864,67.210401529488,65.959238051468,67.139381111069,1512280.5175359
2019-04-29,67.270607221711,68.868510890128,67.141499459499,68.398126046627,2136364.1117535
2019-04-30,68.460561579303,68.689120225707,66.839690554224,67.659937364755,1960977.0327354
2019-05-01,67.71891664473,68.199112786222,65.838826667022,66.329949026733,3507151.8518809
2019-05-02,66.439434192961,67.171044845497,65.80069639528,66.509339691154,2152775.0210786
2019-05-03,66.748824555775,67.459809184124,66.689733783778,67.210401529488,1699056.2135552
2019-05-06,65.80069639528,66.849501852215,64.461788695447,66.580471601595,1973064.1808372
2019-05-07,65.509702216201,65.709830396832,64.359104542599,64.990149390718,2757319.8592498
2019-05-08,64.728812089659,65.629890616602,64.470708057257,64.486985892562,1569088.2849986
2019-05-09,63.821044041359,64.709078001653,62.940480046581,64.541728475676,2518619.7133177
2019-05-10,64.486985892562,65.090715195135,63.429372565839,64.810758726297,1770568.7921315
2019-05-13,63.340847899866,63.979585697547,62.827873103719,63.177846562772,3635458.4833043
2019-05-14,63.319998891633,63.649234834477,62.741466786176,62.780823470166,2741175.0134721
2019-05-15,62.029367237601,62.640789489736,61.339231617485,61.809616460986,2184443.8976899
2019-05-16,61.99001055361,62.57077249952,61.419171397715,61.621417926776,2497463.5469088
2019-05-17,60.91054479045,61.788878944775,60.360443150765,60.389988536764,1803226.0353916
2019-05-20,60.130769584135,60.690682521812,59.070926416959,59.850701623274,2831506.7879166
2019-05-21,60.20836803189,60.591231637621,59.54131126046,59.759947116849,2639354.0481768
2019-05-22,59.390351061811,59.69104504686,59.159562574955,59.49860981579,1779801.4715212
2019-05-23,58.949511604309,59.040266110734,58.239641896186,58.640009749472,2635887.9075979
2019-05-24,58.858757097883,59.261243299598,58.730764255897,58.970249120519,1662500.362163
2019-05-28,58.799666325886,58.910154920318,58.118227083536,58.191477342408,2609193.779309
2019-05-29,57.81976293894,57.845852072237,56.771960910208,57.710277772711,1800315.7939084
2019-05-30,57.738708238484,57.999042111338,55.919938873225,56.281953470724,2588443.5655292
2019-05-31,55.428816513515,56.129878351849,55.219880463095,55.24842242089,2064626.6134773
2019-06-03,55.180523779105,56.078480529414,55.114966469795,56.000882081659,3200582.6436498
2019-06-04,56.88244950464,57.680843878736,56.710640297759,57.628331136074,2213385.3943626
2019-06-05,57.581281502522,57.680843878736,55.499836931934,55.681457436807,3574907.5400223
2019-06-06,55.570968842375,56.329003104276,55.151089885129,56.21962943007,2497569.6066047
2019-06-07,56.149500947833,57.232311471672,55.819261576785,56.622115631786,3671729.0706868
2019-06-10,57.249927211248,57.81976293894,56.390212224703,57.22250017368,3535474.362225
